Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region,Partner Lists
Amin Tomalieh,amin-tomalieh,Chicago Food Guide,https://www.tiktok.com/@chicagofoodguide,Video - TikTok,,,,,,,"Things to Do, Restaurants and bars, Recipes, Food, Local","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Amina Dehbi,amina-dehbi,Amina Dehbi,https://www.instagram.com/amina.dehbi/,Social - Instagram,,,,,,,"Business, Finance/Economics","Dubai, UAE",Money & Work,Dubai,UAE,,,
Amos Murphy,amos-murphy,,https://www.tiktok.com/@amosmurphy_,Video - TikTok,,,,,,,Sports,"Manchester, UK",Lifestyle & Personal Life,Manchester,,UK,International,
Amy Boyle,amy-boyle,Speaking of Phenomenal,https://amyboyle.substack.com/podcast,Newsletter - Substack,Video - Instagram,https://www.instagram.com/speakingofphenomenal/,,,,,Gender,"Chicago, IL",Social Issues,Chicago,IL,US,Midwest,
Amy Bracken,amy-bracken,Amy Bracken,http://amybracken.org,Website,,,,,,,"Immigration, Human Rights","Boston, MA",Social Issues,Boston,MA,US,Northeast,Institute_for_Independent_Journalists
Amy Bushatz,amy-bushatz,"Mat-Su Sentinel -- nonprofit local newsroom, founder/editor",https://www.matsusentinel.com,Website,,,,,,,Local,"Palmer, AK",Civic Life,Palmer,AK,US,West,
Amy H. Peterson,amy-h-peterson,The E'ville Good,https://theevillegood.beehiiv.com/,Newsletter - Beehiiv,,,,,,,Local,"Estherville, IA",Civic Life,Estherville,IA,US,Midwest,
Amy Odell,amy-odell,Back Row,https://backrow.net,Newsletter - Beehiiv,,,,,,,Fashion,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast,
Amy Rosenfeld,amy-rosenfeld,This Week in Virology,https://www.microbe.tv/twiv,Podcast,,,,,,,Science,National - US,Science Health & Environment,,,US,National,
Amy Westervelt,amy-westervelt,Drilled,https://drilled.media,Newsletter - Ghost,Podcast,https://www.amywestervelt.com/podcasts,Social - LinkedIn,https://www.linkedin.com/in/amywestervelt/,Social - BlueSky,https://bsky.app/profile/amywestervelt.bsky.social,"Climate/Environment, Energy",Costa Rica,Science Health & Environment,,,CR,International,
AmyeC3,amyec3,AmyeC3,https://amyec3.substack.com/,Newsletter - Substack,Video - Twitch,https://www.twitch.tv/amyec3/about,,,,,"Housing, Real Estate","Los Angeles, CA","Civic Life, Money & Work",Los Angeles,CA,US,West,
Analise Sesay,analise-sesay,Good Neighbor,https://goodneighborkingston.substack.com/,Newsletter - Substack,,,,,,,"Art, Culture, Local, Music","Kingston, NY","Civic Life, Culture & Media",Kingston,NY,US,Northeast,
Anand Giridharadas,anand-giridharadas,Anand Giridharadas,https://www.instagram.com/anandwrites,Video - Instagram,Newsletter - Substack,https://the.ink/,,,,,"Culture, Politics","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast,
Anastasiia Markova,anastasiia-markova,anastasiia.dc,https://www.instagram.com/anastasiia.dc,Video - Instagram,,,,,,,"Restaurants and bars, Things to Do","Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Anayo Awuzie,anayo-awuzie,Anayo Awuzie,https://carefreemag.com,Website,,,,,,,"Culture, Identity/Belonging","Oakland, CA","Social Issues, Culture & Media",Oakland,CA,US,West,Institute_for_Independent_Journalists
Anders Puck Nielsen,anders-puck-nielsen,Anders Puck Nielsen,https://www.youtube.com/@anderspuck,Video - YouTube,Social - BlueSky,https://bsky.app/profile/anderspucknielsen.dk,,,,,"World, National Security",Denmark,"Power & Politics, General News",,,DK,International,
Andrea Cooper,andrea-cooper,Andrea Cooper,https://www.andreacooper.us,Website,,,,,,,"Social Issues, Travel",North Carolina - US,"Social Issues, Lifestyle & Personal Life",,NC,US,South,Institute_for_Independent_Journalists
Andrea Hernandez,andrea-hernandez,Snaxshot,https://www.snaxshot.com/,Newsletter - Substack,,,,,,,Food,,Lifestyle & Personal Life,,,,,
Andrea Jones-Rooy,andrea-jones-rooy,jonesrooy,https://www.instagram.com/jonesrooy/,Video - Instagram,,,,,,,Politics,National - US,Power & Politics,,,US,National,
Andrea Moccia,andrea-moccia,Geopop,https://www.youtube.com/@GeopOP,Video - YouTube,Video - TikTok,https://www.tiktok.com/@geopop,,,,,Science,Italy,Science Health & Environment,,,IT,International,
Andrea Nguyen,andrea-nguyen,Pass the Fish Sauce,https://andreanguyen.substack.com/,Newsletter - Substack,,,,,,,Recipes,"Santa Cruz, CA",Lifestyle & Personal Life,Santa Cruz,CA,US,West,
Andrea Pitzer,andrea-pitzer,Degenerate Art,https://degenerateart.beehiiv.com,Newsletter - Beehiiv,Podcast,https://andreapitzer.com,,,,,"Investigative, History, Politics",National - US,"Power & Politics, Culture & Media, Journalism Formats",,,US,National,
Andrew Callaghan,andrew-callaghan,Channel 5,https://www.youtube.com/@Channel5YouTube,Video - YouTube,,,,,,,"Media/Power, Internet Culture",National - US,Culture & Media,,,US,National,
Andrew Dessler,andrew-dessler,The Climate Brink,https://www.theclimatebrink.com,Newsletter - Substack,Video - YouTube,,Social - BlueSky,https://bsky.app/profile/andrewdessler.com,,,Climate/Environment,Texas - US,Science Health & Environment,,TX,US,South,
Andrew Donlan,andrew-donlan,Still Gotta Come Through Chicago,https://sgctc.substack.com,Newsletter - Substack,,,,,,,"Sports, Local","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Andrew Free,andrew-free,DetentionKills,https://detentionkills.substack.com,Newsletter - Substack,,,,,,,Immigration,"Atlanta, GA",Social Issues,Atlanta,GA,US,South,
Andrew Gelman,andrew-gelman,Statistical Modeling,https://statmodeling.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/statmodeling.bsky.social,,,,,"Data Visualization, Science","New York, NY","Science Health & Environment, Journalism Formats",New York,NY,US,Northeast,
Andrew Gill,andrew-gill,Rock That Doesn't Roll,https://pod.link/1703257857,Podcast,Social - BlueSky,https://bsky.app/profile/andrewgill.biz,,,,,"History, Music, Faith/Religion, Culture","Chicago, IL","Social Issues, Culture & Media",Chicago,IL,US,Midwest,
Andrew Janjigian,andrew-janjigian,Word Loaf,https://newsletter.wordloaf.org,Newsletter - Ghost,Social - BlueSky,https://bsky.app/profile/wordloaf.org,,,,,"Food, Education","Boston, MA","Civic Life, Lifestyle & Personal Life",Boston,MA,US,Northeast,
Andrew Kammerer,andrew-kammerer,Andrew Kammerer,https://www.tiktok.com/@andrewsdailyday,Video - TikTok,,,,,,,"Health/Wellness, Local, Day in a Life, Food, Things to Do","Chicago, IL","Civic Life, Science Health & Environment, Journalism Formats, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Andrew Leach,andrew-leach,Leach's Occasional Energy Charts,https://leach.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/aleach.ca,,,,,Climate/Environment,"Edmonton, AB, Canada",Science Health & Environment,Edmonton,"AB, Canada",,,
Andrew Montalenti,andrew-montalenti,pixelmonkey.org,https://amontalenti.com,Website,Social - BlueSky,https://bsky.app/profile/amontalenti.bsky.social,,,,,Tech,Florida - US,Money & Work,,FL,US,South,
Andrew Pulrang,andrew-pulrang,Disability Thinking,https://disability-thinking-weekday.ghost.io/,Newsletter - Ghost,Social - BlueSky,https://bsky.app/profile/apulrang.bsky.social,,,,,Identity/Belonging,"New York, NY",Social Issues,New York,NY,US,Northeast,
Andrew Ricketts,andrew-ricketts,Big Black Commentary,https://bigblackcommentary.substack.com,Newsletter - Substack,,,,,,,"Culture, Entertainment/Hollywood","New York, NY",Culture & Media,New York,NY,US,Northeast,
Andrew Sage,andrew-sage,Andrewism,https://www.youtube.com/@Andrewism,Video - YouTube,Social - BlueSky,https://bsky.app/profile/andrewsage.bsky.social,,,,,Politics,"Port of Spain, Trinidad",Power & Politics,Port of Spain,Trinidad,,,
Andrew Sullivan,andrew-sullivan,The Weekly Dish,https://andrewsullivan.substack.com,Newsletter - Substack,Podcast,https://andrewsullivan.substack.com/podcast,,,,,"Politics, Culture","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast,
Andrew Tanenbaum,andrew-tanenbaum,Electoral-Vote.com,https://www.electoral-vote.com,Website,,,,,,,Politics,National - US,Power & Politics,,,US,National,
Andrew Zimmern,andrew-zimmern,,https://andrewzimmern.substack.com,Newsletter - Substack,Social - Instagram,https://www.instagram.com/chefaz/,,,,,Food,"Minneapolis, MN",Lifestyle & Personal Life,Minneapolis,MN,US,Midwest,
Andy Baraghani,andy-baraghani,Andy Baraghani,https://www.instagram.com/andybaraghani/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@andy_baraghani,,,,,Food,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast,
Andy Dehnart,andy-dehnart,Reality Blurred,https://www.realityblurred.com/realitytv,Newsletter - Other,Social - BlueSky,https://bsky.app/profile/andydehnart.com,,,,,Entertainment/Hollywood,National - US,Culture & Media,,,US,National,
Andy DeMeo,andy-demeo,Granite Goodness,https://www.granitegoodness.com,Newsletter - Substack,,,,,,,"Local, Positive News",New Hampshire - US,"Civic Life, General News",,NH,US,Northeast,
Andy Hay,andy-hay,East Coast Kitchen,https://www.instagram.com/andyseastcoastkitchen_,Video - Instagram,,,,,,,Food,Canada,Lifestyle & Personal Life,,,CA,International,
Andy Masley,andy-masley,"Blog on AI, EA, animal welfare, data-center/energy myths",https://andymasley.substack.com/,Newsletter - Substack,,,,,,,Tech,,Money & Work,,,,,
Andy Revkin,andy-revkin,Sustain What,https://revkin.substack.com,Newsletter - Substack,Video - YouTube,https://www.youtube.com/channel/UCdeDjsgVdGBoqEuT2d70YbQ,Social - BlueSky,https://bsky.app/profile/revkin.bsky.social,,,"Climate/Environment, Science, Media/Power",Maine - US,"Science Health & Environment, Culture & Media",,ME,US,Northeast,
Angel Barragan,angel-barragan,Señor Barragan,https://www.tiktok.com/@senor_barragan,Video - TikTok,Video - Instagram,https://www.instagram.com/senor_barragan/,,,,,"Culture, Education, Identity/Belonging",National - US,"Social Issues, Civic Life, Culture & Media",,,US,National,
Angel de la Pena,angel-de-la-pena,Angel de la Pena,https://www.tiktok.com/@elangeldelapena,Social - TikTok,Social - Instagram,https://www.instagram.com/elangeldelapena/,,,,,"General News, Sports, Crime",Venezuela,"Civic Life, General News, Lifestyle & Personal Life",,,VE,International,
Angel Pena,angel-pena,El Angel de la Pena,https://www.instagram.com/elangeldelapena/,Social - Instagram,,,,,,,"Crime, General News",Venezuela,"Civic Life, General News",,,VE,International,
Angela Denker,angela-denker,I'm Listening,https://angeladenker.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/angeladenker.bsky.social,,,,,Faith/Religion,"Minneapolis, MN",Social Issues,Minneapolis,MN,US,Midwest,
Angela Huffman,angela-huffman,,https://angelasuehuffman.substack.com,Newsletter - Substack,,,,,,,Agriculture,Ohio - US,Civic Life,,OH,US,Midwest,
Angela Liguori,angela-liguori,Angela Liguori,https://www.instagram.com/angelaliguori/,Social - Instagram,,,,,,,"Travel, Outdoors","British Columbia, Canada",Lifestyle & Personal Life,British Columbia,,CA,International,
Angela Mingarelli,angela-mingarelli,This Week in Virology,https://www.microbe.tv/twiv,Podcast,,,,,,,Science,International,Science Health & Environment,,,,International,
Angela Pan,angela-pan,Angela Pan,https://www.instagram.com/abpanphoto/,Social - Instagram,Website,https://www.abpan.com/,,,,,Photography,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Angela Saini,angela-saini,Angela Saini,https://angelasaini.com,Website,,,,,,,Science,"Boston, MA",Science Health & Environment,Boston,MA,US,Northeast,
Angela Xu,angela-xu,Angela Xu,https://brooklynfoodlady.substack.com/,Newsletter - Substack,,,,,,,Recipes,National - US,Lifestyle & Personal Life,,,US,National,Institute_for_Independent_Journalists
Angelica Oung,angelica-oung,Taipology & Elemental,https://taipology.substack.com,Newsletter - Substack,,,,,,,"Foreign Policy, Energy","Taipei, Taiwan","Power & Politics, Science Health & Environment",Taipei,,TW,International,
Angelica Talan,angelica-talan,Angelica Talan,https://www.instagram.com/angelicatalan/,Social - Instagram,Website,https://angelicatalan.com/,Video - TikTok,https://www.tiktok.com/@angelicatalan,Social - Twitter / X,https://x.com/angelicatalan,Things to Do,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Anggy Pasaribu,anggy-pasaribu,Story of Anggy,https://www.youtube.com/@anggypasaribu,Video - YouTube,Social - Instagram,https://www.instagram.com/storyofanggy/,,,,,"Politics, Entertainment/Hollywood","Jakarta, Indonesia","Power & Politics, Culture & Media",Jakarta,,ID,International,
Angus Hervey,angus-hervey,Fix The News,fixthenews.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/angushervey.com,,,,,"Solutions Journalism, Positive News, World",Australia,"General News, Journalism Formats",,,AU,International,
Anil Dash,anil-dash,Anil Dash,https://anildash.com,Website,Social - BlueSky,https://bsky.app/profile/anildash.com,,,,,Tech,"New York, NY",Money & Work,New York,NY,US,Northeast,
Anina Belle Giannini,anina-belle-giannini,le chefs wife,https://www.instagram.com/lechefswife,Video - Instagram,Social - Facebook,https://m.facebook.com/people/Anina-Belle-Giannini/100008269957459/,,,,,Recipes,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Ann Garrison,ann-garrison,Ann Garrison,https://x.com/AnnGarrison,Social - Twitter / X,Social - Facebook,https://www.facebook.com/annie.garrison/,,,,,"World, Foreign Policy","Berkeley, CA","Power & Politics, General News",Berkeley,CA,US,West,
Ann Lam,ann-lam,Ann Lam,https://www.instagram.com/onthelamwithann/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@onthelamwithann,Video - YouTube,https://www.youtube.com/@onthelamwithann,,,Things to Do,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Ann Telnaes,ann-telnaes,,https://anntelnaes.substack.com/,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/anntelnaes.bsky.social,,,,,Politics,,Power & Politics,,,,,
Anna Baydakova,anna-baydakova,Control Spy Delete,https://ctrlspydel.substack.com,Newsletter - Substack,,,,,,,"Tech, National Security",National - US,"Power & Politics, Money & Work",,,US,National,Institute_for_Independent_Journalists
Anna Brones,anna-brones,Creative Fuel,https://creativefuel.substack.com,Newsletter - Substack,Website,https://www.annabrones.com,,,,,Art,"Seattle, WA",Culture & Media,Seattle,WA,US,West,
Anna Conkling,anna-conkling,Anna Conkling,https://www.noosphere.app/author/anna/,Video - Noosphere,,,,,,,"Foreign Policy, Human Rights","Berlin, Germany","Power & Politics, Social Issues",Berlin,,DE,International,
Anna Constantino,anna-constantino,Girl Eats World,https://www.tiktok.com/@grleatswrld,Video - TikTok,Newsletter - Substack,https://girleatsworld.substack.com,,,,,"Food, Local, Day in a Life","San Francisco, CA","Civic Life, Journalism Formats, Lifestyle & Personal Life",San Francisco,CA,US,West,
Anna DeShawn,anna-deshawn,Queer News,https://annadeshawn.com,Podcast,Social - Instagram,https://instagram.com/annadeshawn,,,,,"LGBTQIA, Local","Chicago, IL","Social Issues, Civic Life",Chicago,IL,US,Midwest,
Anna Fifield,anna-fifield,Anna Fifield NZ,https://annafifieldnz.substack.com/,Newsletter - Substack,Social - Twitter / X,https://twitter.com/annafifield,Social - BlueSky,https://bsky.app/profile/annafifield.bsky.social,,,World,"Wellington, New Zealand",General News,Wellington,,NZ,International,
Anna Kook,anna-kook,Anna Kook,https://www.tiktok.com/@_annakook,Video - TikTok,Social - Twitter / X,https://x.com/annakook,,,,,"World, Culture","New York, NY","General News, Culture & Media",New York,NY,US,Northeast,
Anna Pujol-Mazzini,anna-pujol-mazzini,Good Story,https://goodstory.kit.com/posts,Newsletter - Other,Social - BlueSky,https://bsky.app/profile/annapujolmazzini.bsky.social,,,,,Media/Power,National - US,Culture & Media,,,US,National,
Anna Rollins,anna-rollins,Anna Rollins,https://annajrollins.substack.com,Newsletter - Substack,,,,,,,Culture,National - US,Culture & Media,,,US,National,Institute_for_Independent_Journalists
Anna Tran,anna-tran,Anna Tran,https://www.instagram.com/annatranfashion/,Social - Instagram,Video - TikTok,https://www.tiktok.com/@annatranfashion,Video - YouTube,https://www.youtube.com/@annatranfashion,Social - BlueSky,https://bsky.app/profile/annatran.bsky.social,Travel,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Anne Applebaum,anne-applebaum,Open Letters,https://anneapplebaum.substack.com,Newsletter - Substack,,,,,,,"Politics, Foreign Policy",International,Power & Politics,,,,International,
Anne Helen Petersen,anne-helen-petersen,Culture Study,https://www.patreon.com/cw/CultureStudy,Newsletter - Other,Podcast,https://podcasts.apple.com/us/podcast/culture-study-podcast/id1718662839,Social - BlueSky,https://bsky.app/profile/annehelen.bsky.social,,,Culture,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Anne Kadet,anne-kadet,CAFÉ ANNE,https://annekadet.substack.com,Newsletter - Substack,,,,,,,"Local, Comedy","New York, NY","Civic Life, Culture & Media",New York,NY,US,Northeast,
Anne Kurtz,anne-kurtz,The Juicy Byte,https://juicybyte.substack.com/,Newsletter - Substack,,,,,,,Beauty,,Lifestyle & Personal Life,,,,,
Annemarie Dooling,annemarie-dooling,The Platia,https://www.theplatia.com,Website,Social - Instagram,https://www.instagram.com/travelinganna,,,,,"Local, Activism","Philadelphia, PA","Social Issues, Civic Life",Philadelphia,PA,US,Northeast,
Annie Dance,annie-dance,Cops & Congress by Annie Dance,https://anniedance.substack.com,Newsletter - Substack,,,,,,,"Local, Crime, Government Accountability",North Carolina - US,"Power & Politics, Civic Life",,NC,US,South,
Annie Koshy,annie-koshy,Branding Ninja,https://substack.com/@brandingninja,Newsletter - Substack,,,,,,,"World, Politics, Business",Canada,"Power & Politics, Money & Work, General News",,,CA,International,
Annie Rauwerda,annie-rauwerda,Depths of Wikipedia,https://www.instagram.com/depthsofwikipedia,Social - Instagram,Newsletter - Other,,,,,,Internet Culture,"Brooklyn, NY",Culture & Media,Brooklyn,NY,US,Northeast,
